market_kind,n,mean_abn,t,p,verdict
macro_bucket,50,-0.00310842265940303,-0.1312737499906272,0.8961571664649071,PASS (no effect)
sports_future,50,-0.0020039974937343373,-1.1643535238099136,0.2500354039399356,PASS (no effect)
