event_id,cell,window_days,event_type,market_kind,n_pairs,tier,abn_event,abn_event_logodds,t50_event
myles_garrett_to_rams,unsched_sports,5,unscheduled_sports,sports_future,32,S1,0.0002999999999999994,-0.028910971081413203,10.683333333333334
nba_schedule_release,sched_sports,1,scheduled_sports,sports_future,30,S1,-0.0011435606060606054,-0.11092204715753545,8.866666666666667
nba_schedule_release,sched_sports,3,scheduled_sports,sports_future,30,S1,-0.0017363181504485847,-0.13861844559959263,8.866666666666667
nba_schedule_release,sched_sports,5,scheduled_sports,sports_future,30,S1,-0.0020526515151515147,-0.13173915126035945,8.866666666666667
neemias_queta_extension,unsched_sports,1,unscheduled_sports,sports_future,30,S1,0.0005635435992578837,0.09992313004975084,14.116666666666667
neemias_queta_extension,unsched_sports,3,unscheduled_sports,sports_future,30,S1,0.0007421150278293115,0.10339126644386344,14.116666666666667
neemias_queta_extension,unsched_sports,5,unscheduled_sports,sports_future,30,S1,-0.004266528925619837,0.06017658817303471,14.116666666666667
nfl_kickoff,sched_sports,1,scheduled_sports,sports_future,32,S1,0.0005374999999999976,0.004990580819524304,3.6666666666666665
nfl_kickoff,sched_sports,3,scheduled_sports,sports_future,32,S1,0.00022499999999999853,0.024870241580033627,3.6666666666666665
nfl_kickoff,sched_sports,5,scheduled_sports,sports_future,32,S1,0.00022499999999999864,0.015765891484047112,99.66666666666667
nvda_earnings,unsched_macro,1,unscheduled_macro,macro_bucket,90,M?,-0.005613402746981751,0.05101057512304181,4.0
nvda_earnings,unsched_macro,3,unscheduled_macro,macro_bucket,117,M?,-0.0036638537978457442,0.038823587557247505,4.0
nvda_earnings,unsched_macro,5,unscheduled_macro,macro_bucket,118,M?,0.009407181628802469,0.14531996697507654,28.0
perim_island_seized,unsched_macro,1,unscheduled_macro,macro_bucket,133,M3,0.02578543879476618,0.23606421625481583,4.0
perim_island_seized,unsched_macro,3,unscheduled_macro,macro_bucket,136,M3,0.04249234042434262,0.33187224338125787,4.0
perim_island_seized,unsched_macro,5,unscheduled_macro,macro_bucket,138,M3,0.05186344958169966,0.5020542850478215,28.0
russia_sanctions_bill,unsched_macro,1,unscheduled_macro,macro_bucket,105,M?,0.06244814044913771,0.5655330456720192,4.0
russia_sanctions_bill,unsched_macro,3,unscheduled_macro,macro_bucket,118,M?,0.09101934903428271,0.8320768042115065,28.0
russia_sanctions_bill,unsched_macro,5,unscheduled_macro,macro_bucket,118,M?,0.08146688718370625,0.7719126335446503,28.0
tariff_eu_threat,unsched_macro,1,unscheduled_macro,macro_bucket,105,M?,0.06244814044913771,0.5655330456720192,4.0
tariff_eu_threat,unsched_macro,3,unscheduled_macro,macro_bucket,118,M?,0.09101934903428271,0.8320768042115065,28.0
tariff_eu_threat,unsched_macro,5,unscheduled_macro,macro_bucket,118,M?,0.08146688718370625,0.7719126335446503,28.0
trump_truth_fed,unsched_macro,1,unscheduled_macro,macro_bucket,69,M?,0.059444013553936824,0.4410784066324153,4.0
trump_truth_fed,unsched_macro,3,unscheduled_macro,macro_bucket,82,M?,0.09340283334918348,0.7124919405341996,28.0
trump_truth_fed,unsched_macro,5,unscheduled_macro,macro_bucket,82,M?,0.0958823568536602,0.7462320512180682,28.0
von_miller_to_cowboys,unsched_sports,1,unscheduled_sports,sports_future,32,S1,0.00039999999999999996,0.0032224891997428423,2.8333333333333335
von_miller_to_cowboys,unsched_sports,3,unscheduled_sports,sports_future,32,S1,-6.874999999999958e-05,-0.0027944851867294784,2.8333333333333335
von_miller_to_cowboys,unsched_sports,5,unscheduled_sports,sports_future,32,S1,0.00041290322580645155,0.003326440464250676,2.8333333333333335
