market_kind,n,mean_abn,t,p,verdict
macro_bucket,50,-0.01698851952700206,-1.2392334372412306,0.22128434763519425,PASS (no effect)
sports_future,50,-0.0006094685990338152,-1.3743352188049787,0.17629777207869893,PASS (no effect)
