event_id,cell,window_days,event_type,market_kind,n_pairs,tier,abn_event,abn_event_logodds,t50_event
tariff_eu_threat,unsched_macro,5,unscheduled_macro,macro_bucket,118,M?,0.08146688718370625,0.7719126335446503,28.0
tariff_eu_threat_xd,cross_macro_on_sports,1,unscheduled_macro,sports_future,16,S1,0.001106666666666666,0.08008353240894699,4.0
tariff_eu_threat_xd,cross_macro_on_sports,3,unscheduled_macro,sports_future,16,S1,0.002106666666666667,0.0799629565389761,4.0
tariff_eu_threat_xd,cross_macro_on_sports,5,unscheduled_macro,sports_future,16,S1,0.002773333333333332,0.09752539156955893,4.0
trump_truth_fed,unsched_macro,1,unscheduled_macro,macro_bucket,69,M?,0.059444013553936824,0.4410784066324153,4.0
trump_truth_fed,unsched_macro,3,unscheduled_macro,macro_bucket,82,M?,0.09340283334918348,0.7124919405341996,28.0
trump_truth_fed,unsched_macro,5,unscheduled_macro,macro_bucket,82,M?,0.0958823568536602,0.7462320512180682,28.0
trump_truth_fed_xd,cross_macro_on_sports,1,unscheduled_macro,sports_future,16,S1,0.001106666666666666,0.08008353240894699,4.0
trump_truth_fed_xd,cross_macro_on_sports,3,unscheduled_macro,sports_future,16,S1,0.002106666666666667,0.0799629565389761,4.0
trump_truth_fed_xd,cross_macro_on_sports,5,unscheduled_macro,sports_future,16,S1,0.002773333333333332,0.09752539156955893,4.0
von_miller_to_cowboys,unsched_sports,1,unscheduled_sports,sports_future,32,S1,0.00039999999999999996,0.0032224891997428423,2.8333333333333335
von_miller_to_cowboys,unsched_sports,3,unscheduled_sports,sports_future,32,S1,-6.874999999999958e-05,-0.0027944851867294784,2.8333333333333335
von_miller_to_cowboys,unsched_sports,5,unscheduled_sports,sports_future,32,S1,0.00041290322580645155,0.003326440464250676,2.8333333333333335
von_miller_to_cowboys_xd,cross_sports_on_macro,1,unscheduled_sports,macro_bucket,1,M?,,,
von_miller_to_cowboys_xd,cross_sports_on_macro,3,unscheduled_sports,macro_bucket,3,M?,-0.2940909090909091,-3.7672275146051346,50.833333333333336
von_miller_to_cowboys_xd,cross_sports_on_macro,5,unscheduled_sports,macro_bucket,3,M?,-0.25464285714285717,-2.5545520329596703,26.833333333333332
