contrast,a,b,n_a,n_b,n_pairs_a,n_pairs_b,mean_abn_a,mean_abn_b,mean_logodds_a,mean_logodds_b,median_t50h_a,median_t50h_b,t_abn,p_abn,t_t50,p_t50,tested,note,p_abn_holm,p_t50_holm
H1a,unsched_macro,sched_macro,8,1,436,47,0.03786274651175139,0.09233448417431933,0.47854975385037263,0.9298563322943305,4.0,10.0,,,,,False,descriptive only (n<5 unique events in a cell),,
H1b,unsched_sports,sched_sports,15,2,455,62,-0.00147749482624206,-0.000755659075224293,-0.01702398885615913,-0.056874102009779506,10.683333333333334,6.266666666666667,,,,,False,descriptive only (n<5 unique events in a cell),,
H1c,unsched_sports,unsched_macro,15,8,455,436,-0.00147749482624206,0.03786274651175139,-0.01702398885615913,0.47854975385037263,10.683333333333334,4.0,-3.777977796963416,0.006823865513727362,0.40333708796717926,0.6955057796274073,True,,0.006823865513727362,0.6955057796274073
H1d,sched_sports,sched_macro,2,1,62,47,-0.000755659075224293,0.09233448417431933,-0.056874102009779506,0.9298563322943305,6.266666666666667,10.0,,,,,False,descriptive only (n<5 unique events in a cell),,
