h2_cell,direction,n_events,n_pairs,tested,mean_abn,mean_abn_logodds,ci95_lo,ci95_hi,t,p,prediction
cross_macro_on_sports,macro news -> sports markets,8,125,True,0.0016283202952233516,0.05884408790071141,0.0007462954707740562,0.002510345119672647,4.3653710777374295,0.0032925665995779682,indistinguishable from zero
cross_sports_on_macro,sports news -> macro markets,14,35,True,-0.0889927535909709,-0.2815419152316806,-0.1537557991834287,-0.02422970799851311,-2.968624371372704,0.010875542030296356,indistinguishable from zero
