event_id,ticker,event_type,market_kind,window_days,n_base,baseline_fallback,abnormal_move,abn_logodds,abn_scaled,time_to_50h,avg_spread,n_trades,vol_window,vol_base_daily,d_oi,pre_mid,surprise,moneyness_steps,cell,pair_source
mitchell_robinson_to_celtics,KXCPI-26AUG-T0.5,unscheduled_sports,macro_bucket,3,24,False,-0.11895833333333335,-0.876538718951235,-0.5195632393084623,12.35,0.06000000000000001,,0.0,13.5025,0.0,0.11499999999999999,,,cross_sports_on_macro,primary_pull
mitchell_robinson_to_celtics,KXCPI-26AUG-T0.4,unscheduled_sports,macro_bucket,3,19,False,-0.16315789473684209,-0.9336611804906098,-0.5128205128205128,12.35,0.06333333333333334,,0.0,47.50473684210527,0.0,0.14500000000000002,,,cross_sports_on_macro,primary_pull
neemias_queta_extension,KXCPI-26AUG-T0.5,unscheduled_sports,macro_bucket,3,24,False,-0.11270833333333335,-0.9152633141329642,-0.5426278836509529,38.11666666666667,0.05500000000000001,,7.0,13.335833333333333,-4.0,0.11,,,cross_sports_on_macro,primary_pull
neemias_queta_extension,KXCPI-26AUG-T0.4,unscheduled_sports,macro_bucket,3,19,False,-0.1528947368421053,-0.9518239027446435,-0.5310786106032908,14.116666666666667,0.08,,13.0,47.45210526315789,0.0,0.155,,,cross_sports_on_macro,primary_pull
donovan_mitchell_extension,KXCPI-26AUG-T0.5,unscheduled_sports,macro_bucket,3,24,False,,,,,0.11666666666666668,,15.5,13.294166666666667,0.0,0.095,,,cross_sports_on_macro,primary_pull
donovan_mitchell_extension,KXCPI-26AUG-T0.4,unscheduled_sports,macro_bucket,3,19,False,,,,,0.4266666666666667,,0.0,47.66263157894736,0.0,0.14,,,cross_sports_on_macro,primary_pull
dlo_six_team_trade,KXCPI-26AUG-T0.5,unscheduled_sports,macro_bucket,3,24,False,,,,,0.11666666666666668,,15.5,13.294166666666667,0.0,0.095,,,cross_sports_on_macro,primary_pull
dlo_six_team_trade,KXCPI-26AUG-T0.4,unscheduled_sports,macro_bucket,3,19,False,,,,,0.4266666666666667,,0.0,47.66263157894736,0.0,0.14,,,cross_sports_on_macro,primary_pull
jordan_walsh_extension,KXFED-26OCT-T5.25,unscheduled_sports,macro_bucket,3,9,True,,,,,0.02,,0.0,58.666666666666664,0.0,,,,cross_sports_on_macro,primary_pull
jordan_walsh_extension,KXFED-26OCT-T5.00,unscheduled_sports,macro_bucket,3,12,False,-0.028333333333333335,-1.0900585817717943,-0.6538461538461539,63.55,0.015,,2.0,17.125,2.0,,,,cross_sports_on_macro,primary_pull
jordan_walsh_extension,KXCPI-26OCT-T0.5,unscheduled_sports,macro_bucket,3,14,False,,,,,0.99,,0.0,2.8125,0.0,,,,cross_sports_on_macro,rescue_next_far_expiry
jordan_walsh_extension,KXCPI-26OCT-T0.4,unscheduled_sports,macro_bucket,3,9,False,,,,,0.99,,0.0,2.533333333333333,0.0,,,,cross_sports_on_macro,rescue_next_far_expiry
lebron_to_76ers,KXFED-26OCT-T5.25,unscheduled_sports,macro_bucket,3,9,True,,,,,0.02,,0.0,54.15384615384615,0.0,,,,cross_sports_on_macro,primary_pull
lebron_to_76ers,KXFED-26OCT-T5.00,unscheduled_sports,macro_bucket,3,11,False,-0.027727272727272732,-1.0753405296459615,-0.6489361702127661,31.433333333333334,0.01,,13.0,15.125,11.0,,,,cross_sports_on_macro,primary_pull
lebron_to_76ers,KXCPI-26OCT-T0.5,unscheduled_sports,macro_bucket,3,14,False,,,,,0.99,,0.0,2.8125,0.0,,,,cross_sports_on_macro,rescue_next_far_expiry
lebron_to_76ers,KXCPI-26OCT-T0.4,unscheduled_sports,macro_bucket,3,9,False,,,,,0.99,,0.0,2.533333333333333,0.0,,,,cross_sports_on_macro,rescue_next_far_expiry
brian_oneill_extension,KXFED-26OCT-T5.25,unscheduled_sports,macro_bucket,3,8,True,,,,,0.01,,0.0,41.411764705882355,0.0,,,,cross_sports_on_macro,primary_pull
brian_oneill_extension,KXFED-26OCT-T5.00,unscheduled_sports,macro_bucket,3,9,False,,,,,0.01,,11.0,11.88888888888889,0.0,0.015,,,cross_sports_on_macro,primary_pull
brian_oneill_extension,KXCPI-26OCT-T0.5,unscheduled_sports,macro_bucket,3,14,False,,,,,0.38999999999999996,,0.0,2.3684210526315788,0.0,,,,cross_sports_on_macro,rescue_next_far_expiry
