event_id,ticker,window_days,reason
hormuz_retaliation_threat,KXCPICORE-26NOV-T0.8,5,insufficient_baseline_history_d16
hormuz_retaliation_threat,KXCPICORE-26NOV-T0.7,1,insufficient_baseline_history_d16
hormuz_retaliation_threat,KXCPICORE-26NOV-T0.7,3,insufficient_baseline_history_d16
hormuz_retaliation_threat,KXCPICORE-26NOV-T0.7,5,insufficient_baseline_history_d16
hormuz_retaliation_threat,KXCPICORE-26NOV-T0.6,1,insufficient_baseline_history_d16
hormuz_retaliation_threat,KXCPICORE-26NOV-T0.6,3,insufficient_baseline_history_d16
hormuz_retaliation_threat,KXCPICORE-26NOV-T0.6,5,insufficient_baseline_history_d16
hormuz_retaliation_threat,KXCPICORE-26NOV-T0.5,1,insufficient_baseline_history_d16
hormuz_retaliation_threat,KXCPICORE-26NOV-T0.5,3,insufficient_baseline_history_d16
hormuz_retaliation_threat,KXCPICORE-26NOV-T0.5,5,insufficient_baseline_history_d16
hormuz_retaliation_threat,KXCPICORE-26NOV-T0.4,1,insufficient_baseline_history_d16
hormuz_retaliation_threat,KXCPICORE-26NOV-T0.4,3,insufficient_baseline_history_d16
