cell,tier,n_events,n_pairs,tested,mean_abn,mean_abn_logodds,ci95_lo,ci95_hi,t_abn,p_abn,median_t50h,note
cross_macro_on_sports,S1,8,128,True,0.0016283202952233516,0.05884408790071141,0.0007462954707740562,0.002510345119672647,4.3653710777374295,0.0032925665995779682,4.0,
cross_sports_on_macro,M?,14,30,True,-0.08150916577178526,-0.09205609277007053,-0.1525568080940869,-0.010461523449483631,-2.4784755861261796,0.027689392238940357,13.316666666666666,
sched_macro,M3,1,82,False,0.09225044456491441,0.7022855862382718,,,,,10.0,descriptive only (n<5 unique events)
sched_macro,M?,1,20,False,-0.015031249695017814,-0.20516020595866827,,,,,15.5,descriptive only (n<5 unique events)
sched_sports,S1,4,100,False,0.0060767985915051136,-0.05864830479468156,,,,,4.0,descriptive only (n<5 unique events)
unsched_macro,M3,4,451,False,0.0285696567758886,0.24077814636080916,,,,,16.0,descriptive only (n<5 unique events)
unsched_macro,M?,4,435,False,0.0679444194049758,0.603867284128615,,,,,28.0,descriptive only (n<5 unique events)
unsched_sports,S1,14,430,True,-0.0011663635043069691,-0.005877640569089101,-0.002377529003177013,4.480199456307504e-05,-2.0804548668993856,0.05782550700924238,10.841666666666667,
