contrast,a,b,n_a,n_b,n_pairs_a,n_pairs_b,mean_abn_a,mean_abn_b,mean_logodds_a,mean_logodds_b,median_t50h_a,median_t50h_b,t_abn,p_abn,t_t50,p_t50,tested,note,p_abn_holm,p_t50_holm
H1a,unsched_macro,sched_macro,8,2,897,101,0.045540286233323166,0.03876434720960833,0.4025633734203325,0.255743957059145,28.0,12.75,,,,,False,descriptive only (n<5 unique events in a cell),,
H1b,unsched_sports,sched_sports,15,5,455,126,-0.00147749482624206,0.003774900411665629,-0.01702398885615913,-0.07213585475693082,10.683333333333334,4.0,-0.9194610954417293,0.40879278390702867,2.8538959840016487,0.011386155141322766,True,,0.40879278390702867,0.022772310282645532
H1c,unsched_sports,unsched_macro,15,8,455,897,-0.00147749482624206,0.045540286233323166,-0.01702398885615913,0.4025633734203325,10.683333333333334,28.0,-3.6428262524596824,0.008192925290237059,-2.0929495548533135,0.06958904187832606,True,,0.016385850580474117,0.06958904187832606
H1d,sched_sports,sched_macro,5,2,126,101,0.003774900411665629,0.03876434720960833,-0.07213585475693082,0.255743957059145,4.0,12.75,,,,,False,descriptive only (n<5 unique events in a cell),,
