market_kind,n,mean_abn,t,p,verdict
macro_bucket,50,-0.0028672502971371027,-0.254140198343996,0.800450712845495,PASS (no effect)
sports_future,50,-0.0006094685990338152,-1.3743352188049787,0.17629777207869893,PASS (no effect)
